dataset,case_id,selected_case_name,noise_name,case_tag,split,files_total,files_done,files_skipped,n_boxes,mean_iou_noisy,mean_iou_refined,delta_iou,best_pt,out_dir
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.6,scale_0.6,train,10,10,0,38,0.3600000032397788,0.4505209306165887,0.09052092737680986,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.6,scale_0.6,val,10,10,0,24,0.3599996221750253,0.4590625335979053,0.09906291142287997,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.7,scale_0.7,train,10,10,0,38,0.4899993788294097,0.5975262728967712,0.10752689406736145,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.7/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.7,scale_0.7,val,10,10,0,24,0.4899992284735883,0.6411544105039013,0.15115518203031306,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.7/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.8,scale_0.8,train,10,10,0,38,0.6399996733416798,0.7294799617867965,0.08948028844511668,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.8/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.8,scale_0.8,val,10,10,0,24,0.640000226395925,0.7504042363525456,0.11040400995662059,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.8/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.9,scale_0.9,train,10,10,0,38,0.8099979324273675,0.8547065693468482,0.04470863691948068,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.9/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_0.9,scale_0.9,val,10,10,0,24,0.8100014150974215,0.8537782761235458,0.04377686102612429,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.9/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.1,scale_1.1,train,10,10,0,38,0.8349464301221027,0.8770385581257504,0.042092128003647686,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.1/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.1,scale_1.1,val,10,10,0,24,0.829562738308124,0.8736566662164996,0.04409392790837563,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.1/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.2,scale_1.2,train,10,10,0,38,0.7091279056607743,0.7915676540573584,0.08243974839658408,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.2/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.2,scale_1.2,val,10,10,0,24,0.6997363524961312,0.8034275990778913,0.10369124658176003,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.2/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.3,scale_1.3,train,10,10,0,38,0.6102990442796673,0.7378458787838518,0.12754683450418444,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.3/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.3,scale_1.3,val,10,10,0,24,0.5983861599926548,0.7536087340454438,0.15522257405278905,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.3/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.4,scale_1.4,train,10,10,0,38,0.5311766634872445,0.7215835204574782,0.19040685697023368,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.4/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_scale_1.4,scale_1.4,val,10,10,0,24,0.5177201203638729,0.7461557407564264,0.2284356203925535,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.4/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_1,side_1,train,10,10,0,38,0.7562021194635001,0.7576614385771755,0.0014593191136753497,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_1/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_1,side_1,val,10,10,0,24,0.7441532873526141,0.7555685840383122,0.011415296685698037,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_1/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_3,side_3,train,10,10,0,38,0.594457163292329,0.6026517866413323,0.00819462334900335,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_3/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_3,side_3,val,10,10,0,24,0.5780652942126129,0.5827572494605868,0.004691955247973982,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_3/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_5,side_5,train,10,10,0,38,0.4590320809177712,0.4563611231334788,-0.002670957784292377,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_5/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_5,side_5,val,10,10,0,24,0.47482143837307306,0.4759963359001251,0.0011748975270520212,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_5/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_7,side_7,train,10,10,0,38,0.44727318415315065,0.4443028982534882,-0.0029702858996624344,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_7/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_7,side_7,val,10,10,0,24,0.45479308836967475,0.45436841477196227,-0.00042467359771247715,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_7/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_9,side_9,train,10,10,0,38,0.34052252478808426,0.3404010548402158,-0.00012146994786840051,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_9/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx1_dist1_L1+M1+E1,labels_side_9,side_9,val,10,10,0,24,0.32725657544074166,0.3555564918117747,0.028299916371033018,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx1/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx1__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_side_9/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx0_dist1_L1+M1+E1,labels_scale_0.6,scale_0.6,train,10,10,0,38,0.3600000032397788,0.48471834379568884,0.12471834055591001,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx0/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/train"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx0_dist1_L1+M1+E1,labels_scale_0.6,scale_0.6,val,10,10,0,24,0.3599996221750253,0.5638148223815185,0.20381520020649316,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx0/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/val"
kitti,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn10_ctx0_dist1_L1+M1+E1,labels_scale_0.7,scale_0.7,train,10,10,0,38,0.4899993788294097,0.5846988381241767,0.09469945929476702,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(10)/weights/kitti/set_densenet_noisy2clean/absn_0010_ctx0/d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(10)/refines/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(10)__weights__kitti__set_densenet_noisy2clean__absn_0010_ctx0__d512_h8_l2_dist1_share0_wL1_wM1_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.7/train"
