dataset,seed_req,seed_ckpt,seed_dir,case_id,selected_case_name,noise_name,case_tag,split,files_total,files_done,files_skipped,n_boxes,mean_iou_noisy,mean_iou_refined,delta_iou,best_pt,out_dir
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.2,scale_1.2,train,100,100,0,499,0.7082202431888059,0.7630669198350709,0.054846676646265,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.2/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.2,scale_1.2,val,100,100,0,493,0.7068538087716068,0.7727502154321013,0.06589640666049461,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.2/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.3,scale_1.3,train,100,100,0,499,0.6095217956039446,0.7510802209459847,0.14155842534204008,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.3/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.3,scale_1.3,val,100,100,0,493,0.6078975846942143,0.7656818716193305,0.15778428692511626,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.3/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.4,scale_1.4,train,100,100,0,499,0.5307359488045703,0.7429520274083466,0.21221607860377628,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.4/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_1.4,scale_1.4,val,100,100,0,493,0.5287986763049946,0.7597945667497812,0.23099589044478666,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_1.4/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_1,side_1,train,100,100,0,499,0.7567146369479423,0.8048601180839859,0.048145481136043736,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_1/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_1,side_1,val,100,100,0,493,0.7524423972490057,0.8182011184890712,0.06575872124006546,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_1/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_3,side_3,train,100,100,0,499,0.6047754614713969,0.8086340295652342,0.20385856809383734,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_3/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_3,side_3,val,100,100,0,493,0.6053007038561734,0.8126318586719347,0.20733115481576117,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_3/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_5,side_5,train,100,100,0,499,0.45870522560907306,0.8273091873840552,0.36860396177498217,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_5/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_5,side_5,val,100,100,0,493,0.4700830634327675,0.8393333282648522,0.36925026483208473,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_5/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_7,side_7,train,100,100,0,499,0.45240682383616615,0.8163170389015593,0.3639102150653931,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_7/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_7,side_7,val,100,100,0,493,0.46735436026320765,0.8359402079476613,0.3685858476844537,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_7/val"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_9,side_9,train,100,100,0,499,0.3501420097439452,0.830649017013117,0.4805070072691718,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_9/train"
kitti,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_side_9,side_9,val,100,100,0,493,0.35859113798312187,0.8571149874424667,0.49852384945934486,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/kitti/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/kitti/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__kitti__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_side_9/val"
homeobjects-3K,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_0.6,scale_0.6,train,100,100,0,892,0.3599997561432932,0.8198122091577084,0.4598124530144151,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/homeobjects-3K/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/homeobjects-3K/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/train"
homeobjects-3K,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_0.6,scale_0.6,val,100,100,0,841,0.35999981402636627,0.8427319419954326,0.4827321279690663,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/homeobjects-3K/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/homeobjects-3K/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.6/val"
homeobjects-3K,42,42,seed042,"__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60",SINGLE_densenet_absn100_ctx1_dist0_E1,labels_scale_0.7,scale_0.7,train,100,100,0,892,0.4899996839717952,0.7842658799722,0.2942661960004047,"/home/ISW/project/experiments_ablation(scale_side, start=noise)-(100)/weights/homeobjects-3K/set_densenet_noisy2clean/absn_0100_ctx1/d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/best.pt","experiments_ablation(scale_side, start=noise)-(100)/refines/seed042/homeobjects-3K/__home__ISW__project__experiments_ablation(scale_side, start=noise)-(100)__weights__homeobjects-3K__set_densenet_noisy2clean__absn_0100_ctx1__d512_h8_l2_dist0_share0_wL0_wM0_wE1_rnd12_inv1_jit0p03_cap60/labels_scale_0.7/train"
