dataset,case_id,noise_name,split,mean_iou_noisy,mean_iou_refined,delta_iou
signature,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,val,0.379583989,0.493881557,0.114297568
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,train,0.359999927,0.550676561,0.190676634
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,val,0.359999832,0.545218178,0.185218346
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,train,0.490000061,0.621672861,0.131672799
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,val,0.489999834,0.622784105,0.132784271
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,train,0.639999981,0.668135986,0.028136005
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,val,0.64000001,0.671952095,0.031952086
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,train,0.809999658,0.784835616,-0.025164042
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,val,0.809999714,0.790406564,-0.01959315
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,train,0.830762282,0.820790605,-0.009971677
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,val,0.831556203,0.826132212,-0.005423991
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,train,0.702152287,0.783583073,0.081430785
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,val,0.703297621,0.785527165,0.082229544
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,train,0.601894485,0.721005254,0.119110769
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,val,0.603266503,0.719394355,0.116127852
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,train,0.522014633,0.668912942,0.146898309
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,val,0.523602273,0.665650297,0.142048024
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,train,0.755619398,0.807525365,0.051905967
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,val,0.754092105,0.809656459,0.055564355
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,train,0.607675975,0.745443948,0.137767973
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,val,0.609378431,0.749740352,0.140361921
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,train,0.468934118,0.617086566,0.148152447
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,val,0.469141863,0.621385868,0.152244005
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,train,0.456426114,0.604195129,0.147769015
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,val,0.455675311,0.604064974,0.148389662
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,train,0.338463192,0.425552015,0.087088823
medical-pills,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,val,0.353122679,0.448408998,0.095286319
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,train2007,0.35999999,0.39286978,0.03286979
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,train2012,0.359999976,0.39884793,0.038847954
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,val2007,0.359999985,0.391432901,0.031432916
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.6,val2012,0.359999988,0.39747452,0.037474532
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,train2007,0.489999983,0.567737053,0.07773707
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,train2012,0.489999983,0.570064497,0.080064514
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,val2007,0.48999998,0.568117656,0.078117676
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.7,val2012,0.489999976,0.571012389,0.081012414
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,train2007,0.63999999,0.74512895,0.10512896
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,train2012,0.639999962,0.742301019,0.102301057
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,val2007,0.639999961,0.746772287,0.106772325
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.8,val2012,0.639999974,0.742586713,0.102586739
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,train2007,0.809999972,0.87630564,0.066305668
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,train2012,0.80999996,0.878719907,0.068719948
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,val2007,0.809999977,0.874375288,0.064375311
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_0.9,val2012,0.809999966,0.88140445,0.071404485
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,train2007,0.84673577,0.892764118,0.046028349
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,train2012,0.850926745,0.894319608,0.043392863
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,val2007,0.846173937,0.889349478,0.043175541
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.1,val2012,0.851216547,0.897226706,0.04601016
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,train2007,0.734470165,0.873477325,0.139007161
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,train2012,0.741758087,0.875366743,0.133608656
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,val2007,0.733397579,0.869604275,0.136206695
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.2,val2012,0.742041371,0.877111774,0.135070403
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,train2007,0.648437176,0.84211617,0.193678995
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,train2012,0.658426163,0.842132294,0.183706131
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,val2007,0.647067767,0.83746775,0.190399983
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.3,val2012,0.658638263,0.843414533,0.18477627
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,train2007,0.580989918,0.801126196,0.220136278
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,train2012,0.593228573,0.802479289,0.209250716
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,val2007,0.579403446,0.797427823,0.218024378
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_scale_1.4,val2012,0.593416103,0.801581423,0.20816532
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,train2007,0.765200138,0.849882186,0.084682048
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,train2012,0.768167873,0.850159458,0.081991585
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,val2007,0.76520965,0.84796687,0.08275722
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_1,val2012,0.768505496,0.851271401,0.082765905
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,train2007,0.623587257,0.731207468,0.107620211
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,train2012,0.628258946,0.730445782,0.102186836
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,val2007,0.623850792,0.727046227,0.103195435
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_3,val2012,0.628244256,0.729584495,0.101340239
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,train2007,0.493932814,0.570521568,0.076588754
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,train2012,0.497679632,0.569357788,0.071678157
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,val2007,0.492752065,0.565896266,0.073144201
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_5,val2012,0.496207457,0.567983928,0.071776471
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,train2007,0.48160087,0.556089414,0.074488545
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,train2012,0.486214126,0.559651315,0.073437189
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,val2007,0.48006535,0.549781641,0.069716291
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_7,val2012,0.486231445,0.554737458,0.068506014
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,train2007,0.374756983,0.407901594,0.033144611
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,train2012,0.376370182,0.408814612,0.03244443
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,val2007,0.370683408,0.401303645,0.030620238
VOC,SAM_vit_h__bexp0__mm1__pickscore__a195a0a8e8,labels_side_9,val2012,0.378571807,0.408703729,0.030131922
