dataset,model,case,labels_dir,class_mode,split_mode,train_fraction,train_used,train_total,effective_batch,effective_imgsz,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
brain-tumor,yolov8n,scale_0.7,labels_scale_0.7,object_only,explicit,1,893,893,32,640,0.322514955,0.041965222,0.497847068,0.443983402
brain-tumor,detr,scale_0.7,labels_scale_0.7,object_only,explicit,1,893,893,4,640,0.75192259,0.123046953,0.794180671,0.742738589
brain-tumor,yolov8n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,893,893,32,640,0.50249295,0.142163653,0.459904899,0.778033925
brain-tumor,detr,scale_0.8,labels_scale_0.8,multiclass,explicit,1,893,893,4,640,0.301992473,0.092716598,0.396819118,0.419092402
brain-tumor,yolov8n,scale_0.8,labels_scale_0.8,object_only,explicit,1,893,893,32,640,0.898550785,0.248932002,0.85621519,0.840105933
brain-tumor,detr,scale_0.8,labels_scale_0.8,object_only,explicit,1,893,893,4,640,0.857505273,0.348226681,0.877963948,0.77593361
brain-tumor,yolov8n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,893,893,32,640,0.48785824,0.300218713,0.451854493,0.820615561
brain-tumor,detr,scale_0.9,labels_scale_0.9,multiclass,explicit,1,893,893,4,640,0.31767599,0.196174995,0.465904419,0.380691148
brain-tumor,yolov8n,scale_0.9,labels_scale_0.9,object_only,explicit,1,893,893,32,640,0.938943585,0.557337825,0.896775845,0.875518672
brain-tumor,detr,scale_0.9,labels_scale_0.9,object_only,explicit,1,893,893,4,640,0.893609456,0.55266874,0.880108608,0.858921162
brain-tumor,yolov8n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,893,893,32,640,0.488774569,0.28994681,0.463828285,0.755953395
brain-tumor,detr,scale_1.1,labels_scale_1.1,multiclass,explicit,1,893,893,4,640,0.354463988,0.211615072,0.483020434,0.525231829
brain-tumor,yolov8n,scale_1.1,labels_scale_1.1,object_only,explicit,1,893,893,32,640,0.959935815,0.599418873,0.881944045,0.929946856
brain-tumor,detr,scale_1.1,labels_scale_1.1,object_only,explicit,1,893,893,4,640,0.923619239,0.60039916,0.908380639,0.863941563
brain-tumor,yolov8n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,893,893,32,640,0.464392603,0.190888151,0.425787858,0.759061445
brain-tumor,detr,scale_1.2,labels_scale_1.2,multiclass,explicit,1,893,893,4,640,0.414033582,0.218229982,0.59453709,0.453718155
brain-tumor,yolov8n,scale_1.2,labels_scale_1.2,object_only,explicit,1,893,893,32,640,0.923294803,0.35800175,0.915679958,0.846473029
brain-tumor,detr,scale_1.2,labels_scale_1.2,object_only,explicit,1,893,893,4,640,0.928107566,0.409029945,0.920595859,0.86593102
brain-tumor,yolov8n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,893,893,32,640,0.408513659,0.092138814,0.428644504,0.605512137
brain-tumor,detr,scale_1.3,labels_scale_1.3,multiclass,explicit,1,893,893,4,640,0.31671726,0.068328153,0.426276456,0.403487082
brain-tumor,yolov8n,scale_1.3,labels_scale_1.3,object_only,explicit,1,893,893,32,640,0.890719294,0.228327256,0.892676564,0.793802759
brain-tumor,detr,scale_1.3,labels_scale_1.3,object_only,explicit,1,893,893,4,640,0.851680431,0.19097423,0.846960955,0.79253112
brain-tumor,yolov8n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,893,893,32,640,0.277014344,0.037538038,0.302005435,0.543103448
brain-tumor,detr,scale_1.4,labels_scale_1.4,multiclass,explicit,1,893,893,4,640,0.245982521,0.038329293,0.34871436,0.373413942
brain-tumor,yolov8n,scale_1.4,labels_scale_1.4,object_only,explicit,1,893,893,32,640,0.49551715,0.079521771,0.734168897,0.485477178
brain-tumor,detr,scale_1.4,labels_scale_1.4,object_only,explicit,1,893,893,4,640,0.509702501,0.072723134,0.648170683,0.55804223
BCCD,yolov8n,original,labels,multiclass,explicit,1,310,310,32,640,0.91351182,0.631633448,0.882768541,0.699351976
BCCD,detr,original,labels,multiclass,explicit,1,310,310,4,640,0.919526615,0.652734768,0.827254066,0.873320672
BCCD,yolov8n,original,labels,object_only,explicit,1,310,310,32,640,0.905270423,0.634673697,0.796052739,0.849682804
BCCD,detr,original,labels,object_only,explicit,1,310,310,4,640,0.877676492,0.649844848,0.771334171,0.816909963
BCCD,yolov8n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,310,310,32,640,0.048264371,0.010887702,0.010556867,0.339707911
BCCD,detr,scale_0.6,labels_scale_0.6,multiclass,explicit,1,310,310,4,640,0.024740141,0.004986054,0.021298159,0.269603486
BCCD,yolov8n,scale_0.6,labels_scale_0.6,object_only,explicit,1,310,310,32,640,0.071810715,0.01725254,0.040061728,0.882993197
BCCD,detr,scale_0.6,labels_scale_0.6,object_only,explicit,1,310,310,4,640,0.03187451,0.005852044,0.032160494,0.708843537
BCCD,yolov8n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,310,310,32,640,0.339858562,0.064246279,0.576289945,0.250242834
BCCD,detr,scale_0.7,labels_scale_0.7,multiclass,explicit,1,310,310,4,640,0.359055356,0.05287426,0.456062974,0.544042447
BCCD,yolov8n,scale_0.7,labels_scale_0.7,object_only,explicit,1,310,310,32,640,0.28138666,0.047123443,0.439148579,0.221768707
BCCD,detr,scale_0.7,labels_scale_0.7,object_only,explicit,1,310,310,4,640,0.343127874,0.051308488,0.463845216,0.52244898
BCCD,yolov8n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,310,310,32,640,0.856917235,0.265720086,0.89666995,0.627495948
BCCD,detr,scale_0.8,labels_scale_0.8,multiclass,explicit,1,310,310,4,640,0.834931192,0.28586427,0.755581315,0.846991972
BCCD,yolov8n,scale_0.8,labels_scale_0.8,object_only,explicit,1,310,310,32,640,0.871121478,0.278751768,0.787933714,0.798639456
BCCD,detr,scale_0.8,labels_scale_0.8,object_only,explicit,1,310,310,4,640,0.862168154,0.292760145,0.753130967,0.791836735
BCCD,yolov8n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,310,310,32,640,0.876814776,0.503992181,0.893019511,0.633176347
BCCD,detr,scale_0.9,labels_scale_0.9,multiclass,explicit,1,310,310,4,640,0.899418099,0.517752778,0.804176383,0.874143238
BCCD,yolov8n,scale_0.9,labels_scale_0.9,object_only,explicit,1,310,310,32,640,0.893365782,0.51683712,0.810843119,0.828163139
BCCD,detr,scale_0.9,labels_scale_0.9,object_only,explicit,1,310,310,4,640,0.864262968,0.521597085,0.751662239,0.8
BCCD,yolov8n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,310,310,32,640,0.908145278,0.529474062,0.78938446,0.703209454
BCCD,detr,scale_1.1,labels_scale_1.1,multiclass,explicit,1,310,310,4,640,0.873762345,0.569379775,0.73797433,0.865402116
BCCD,yolov8n,scale_1.1,labels_scale_1.1,object_only,explicit,1,310,310,32,640,0.90008032,0.524435901,0.819246258,0.807813896
BCCD,detr,scale_1.1,labels_scale_1.1,object_only,explicit,1,310,310,4,640,0.877942966,0.530018686,0.810778433,0.782312925
BCCD,yolov8n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,310,310,32,640,0.881830415,0.356816027,0.854448026,0.718564115
BCCD,detr,scale_1.2,labels_scale_1.2,multiclass,explicit,1,310,310,4,640,0.865161094,0.396278217,0.758631349,0.864741618
BCCD,yolov8n,scale_1.2,labels_scale_1.2,object_only,explicit,1,310,310,32,640,0.857573841,0.319432899,0.777234589,0.797492179
BCCD,detr,scale_1.2,labels_scale_1.2,object_only,explicit,1,310,310,4,640,0.869422084,0.400692792,0.781436042,0.797758843
BCCD,yolov8n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,310,310,32,640,0.557563684,0.195975333,0.853633401,0.486164259
BCCD,detr,scale_1.3,labels_scale_1.3,multiclass,explicit,1,310,310,4,640,0.798495642,0.313024307,0.733302392,0.83417911
BCCD,yolov8n,scale_1.3,labels_scale_1.3,object_only,explicit,1,310,310,32,640,0.818183679,0.210920252,0.767777906,0.751209961
BCCD,detr,scale_1.3,labels_scale_1.3,object_only,explicit,1,310,310,4,640,0.810264346,0.221428841,0.753638359,0.753323248
BCCD,yolov8n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,310,310,32,640,0.460711214,0.088953472,0.505063639,0.503132748
BCCD,detr,scale_1.4,labels_scale_1.4,multiclass,explicit,1,310,310,4,640,0.566235814,0.129071459,0.585500479,0.660846352
BCCD,yolov8n,scale_1.4,labels_scale_1.4,object_only,explicit,1,310,310,32,640,0.523509323,0.083632859,0.58413041,0.586683558
BCCD,detr,scale_1.4,labels_scale_1.4,object_only,explicit,1,310,310,4,640,0.549784268,0.109339076,0.548146237,0.605442177
signature,yolov8n,original,labels,multiclass,explicit,1,143,143,32,640,0.993611111,0.932611899,0.986051192,0.942857143
signature,detr,original,labels,multiclass,explicit,1,143,143,4,640,0.995,0.957239994,0.99808839,1
signature,yolov8n,original,labels,object_only,explicit,1,143,143,32,640,0.993611111,0.932611899,0.986051192,0.942857143
signature,detr,original,labels,object_only,explicit,1,143,143,4,640,0.995,0.945537453,0.99697098,1
signature,yolov8n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,143,143,32,640,0.084915629,0.014266414,0.003142857,0.942857143
signature,detr,scale_0.6,labels_scale_0.6,multiclass,explicit,1,143,143,4,640,0.352037039,0.069742341,0.355875949,0.457142857
signature,yolov8n,scale_0.6,labels_scale_0.6,object_only,explicit,1,143,143,32,640,0.084915629,0.014266414,0.003142857,0.942857143
signature,detr,scale_0.6,labels_scale_0.6,object_only,explicit,1,143,143,4,640,0.225041465,0.028090313,0.063796133,0.542857143
signature,yolov8n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,143,143,32,640,0.450997888,0.081258769,0.003142857,0.942857143
signature,detr,scale_0.7,labels_scale_0.7,multiclass,explicit,1,143,143,4,640,0.959458774,0.304075543,0.956973014,0.914285714
signature,yolov8n,scale_0.7,labels_scale_0.7,object_only,explicit,1,143,143,32,640,0.450997888,0.081258769,0.003142857,0.942857143
signature,detr,scale_0.7,labels_scale_0.7,object_only,explicit,1,143,143,4,640,0.883380641,0.186371952,0.94299335,0.885714286
signature,yolov8n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,143,143,32,640,0.944336329,0.305991992,0.003238095,0.971428571
signature,detr,scale_0.8,labels_scale_0.8,multiclass,explicit,1,143,143,4,640,0.801607311,0.312114318,0.690550216,0.8
signature,yolov8n,scale_0.8,labels_scale_0.8,object_only,explicit,1,143,143,32,640,0.944336329,0.305991992,0.003238095,0.971428571
signature,detr,scale_0.8,labels_scale_0.8,object_only,explicit,1,143,143,4,640,0.800668111,0.369838221,0.406515648,0.828571429
signature,yolov8n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,143,143,32,640,0.993421053,0.666774452,1,0.939328682
signature,detr,scale_0.9,labels_scale_0.9,multiclass,explicit,1,143,143,4,640,0.995,0.661601859,0.997378228,1
signature,yolov8n,scale_0.9,labels_scale_0.9,object_only,explicit,1,143,143,32,640,0.993421053,0.666774452,1,0.939328682
signature,detr,scale_0.9,labels_scale_0.9,object_only,explicit,1,143,143,4,640,0.995,0.639644044,0.989962152,1
signature,yolov8n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,143,143,32,640,0.960513623,0.723887202,0.003333333,1
signature,detr,scale_1.1,labels_scale_1.1,multiclass,explicit,1,143,143,4,640,0.995,0.754341222,0.987310734,1
signature,yolov8n,scale_1.1,labels_scale_1.1,object_only,explicit,1,143,143,32,640,0.960513623,0.723887202,0.003333333,1
signature,detr,scale_1.1,labels_scale_1.1,object_only,explicit,1,143,143,4,640,0.9450825,0.709760561,0.845535653,0.942857143
signature,yolov8n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,143,143,32,640,0.945391061,0.572636289,1,0.879440518
signature,detr,scale_1.2,labels_scale_1.2,multiclass,explicit,1,143,143,4,640,0.995,0.511399327,0.998716566,1
signature,yolov8n,scale_1.2,labels_scale_1.2,object_only,explicit,1,143,143,32,640,0.945391061,0.572636289,1,0.879440518
signature,detr,scale_1.2,labels_scale_1.2,object_only,explicit,1,143,143,4,640,0.993918919,0.594051057,1,0.963716307
signature,yolov8n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,143,143,32,640,0.837517674,0.366895052,0.003333333,1
signature,detr,scale_1.3,labels_scale_1.3,multiclass,explicit,1,143,143,4,640,0.995,0.288125466,0.993017094,1
signature,yolov8n,scale_1.3,labels_scale_1.3,object_only,explicit,1,143,143,32,640,0.837517674,0.366895052,0.003333333,1
signature,detr,scale_1.3,labels_scale_1.3,object_only,explicit,1,143,143,4,640,0.660267551,0.329053141,0.47618007,0.467705212
signature,yolov8n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,143,143,32,640,0.724574005,0.200071829,0.003238095,0.971428571
signature,detr,scale_1.4,labels_scale_1.4,multiclass,explicit,1,143,143,4,640,0.837997234,0.106438054,0.868171348,0.857142857
signature,yolov8n,scale_1.4,labels_scale_1.4,object_only,explicit,1,143,143,32,640,0.724574005,0.200071829,0.003238095,0.971428571
signature,detr,scale_1.4,labels_scale_1.4,object_only,explicit,1,143,143,4,640,0.803675069,0.180783168,0.774113163,0.828571429
medical-pills,yolov8n,original,labels,multiclass,explicit,1,92,92,32,640,0.981832883,0.748412582,0.993737262,0.79536298
medical-pills,detr,original,labels,multiclass,explicit,1,92,92,4,640,0.992921282,0.78510425,0.982647803,0.977443609
medical-pills,yolov8n,original,labels,object_only,explicit,1,92,92,32,640,0.981832883,0.748412582,0.993737262,0.79536298
medical-pills,detr,original,labels,object_only,explicit,1,92,92,4,640,0.987354498,0.776756253,0.969290142,0.989974937
medical-pills,yolov8n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,92,92,32,640,0.109036694,0.033243318,0.055507246,0.959899749
medical-pills,detr,scale_0.6,labels_scale_0.6,multiclass,explicit,1,92,92,4,640,0.052084703,0.009847429,0.063469088,0.428571429
medical-pills,yolov8n,scale_0.6,labels_scale_0.6,object_only,explicit,1,92,92,32,640,0.109036694,0.033243318,0.055507246,0.959899749
medical-pills,detr,scale_0.6,labels_scale_0.6,object_only,explicit,1,92,92,4,640,0.053194286,0.013232603,0.056160151,0.556390977
medical-pills,yolov8n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,92,92,32,640,0.619620055,0.11863867,0.056086957,0.969924812
medical-pills,detr,scale_0.7,labels_scale_0.7,multiclass,explicit,1,92,92,4,640,0.62997988,0.082095209,0.747030422,0.77443609
medical-pills,yolov8n,scale_0.7,labels_scale_0.7,object_only,explicit,1,92,92,32,640,0.619620055,0.11863867,0.056086957,0.969924812
medical-pills,detr,scale_0.7,labels_scale_0.7,object_only,explicit,1,92,92,4,640,0.499121495,0.067802066,0.604638383,0.611528822
medical-pills,yolov8n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,92,92,32,640,0.859951973,0.353209102,0.057246377,0.989974937
medical-pills,detr,scale_0.8,labels_scale_0.8,multiclass,explicit,1,92,92,4,640,0.985139227,0.424727376,0.92756507,0.987468672
medical-pills,yolov8n,scale_0.8,labels_scale_0.8,object_only,explicit,1,92,92,32,640,0.859951973,0.353209102,0.057246377,0.989974937
medical-pills,detr,scale_0.8,labels_scale_0.8,object_only,explicit,1,92,92,4,640,0.984540745,0.483952812,0.927899356,0.994987469
medical-pills,yolov8n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,92,92,32,640,0.954747432,0.562932863,0.995943217,0.6152926
medical-pills,detr,scale_0.9,labels_scale_0.9,multiclass,explicit,1,92,92,4,640,0.989680082,0.663656807,0.935706411,0.997493734
medical-pills,yolov8n,scale_0.9,labels_scale_0.9,object_only,explicit,1,92,92,32,640,0.954747432,0.562932863,0.995943217,0.6152926
medical-pills,detr,scale_0.9,labels_scale_0.9,object_only,explicit,1,92,92,4,640,0.979574023,0.65098754,0.935190273,0.992481203
medical-pills,yolov8n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,92,92,32,640,0.969162546,0.585404233,0.991228627,0.566452455
medical-pills,detr,scale_1.1,labels_scale_1.1,multiclass,explicit,1,92,92,4,640,0.978185128,0.655573346,0.893941081,0.997493734
medical-pills,yolov8n,scale_1.1,labels_scale_1.1,object_only,explicit,1,92,92,32,640,0.969162546,0.585404233,0.991228627,0.566452455
medical-pills,detr,scale_1.1,labels_scale_1.1,object_only,explicit,1,92,92,4,640,0.988853184,0.645346584,0.953953409,0.98245614
medical-pills,yolov8n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,92,92,32,640,0.935510475,0.340673247,0.979333119,0.475056785
medical-pills,detr,scale_1.2,labels_scale_1.2,multiclass,explicit,1,92,92,4,640,0.976993833,0.559054521,0.933487993,0.984903944
medical-pills,yolov8n,scale_1.2,labels_scale_1.2,object_only,explicit,1,92,92,32,640,0.935510475,0.340673247,0.979333119,0.475056785
medical-pills,detr,scale_1.2,labels_scale_1.2,object_only,explicit,1,92,92,4,640,0.991741625,0.530735426,0.960998101,0.988062343
medical-pills,yolov8n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,92,92,32,640,0.868763189,0.194471293,0.960996928,0.370513626
medical-pills,detr,scale_1.3,labels_scale_1.3,multiclass,explicit,1,92,92,4,640,0.964131771,0.417981611,0.965869076,0.954887218
medical-pills,yolov8n,scale_1.3,labels_scale_1.3,object_only,explicit,1,92,92,32,640,0.868763189,0.194471293,0.960996928,0.370513626
medical-pills,detr,scale_1.3,labels_scale_1.3,object_only,explicit,1,92,92,4,640,0.942912097,0.262133595,0.914286118,0.962406015
medical-pills,yolov8n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,92,92,32,640,0.502330168,0.070931057,0.710194822,0.522058156
medical-pills,detr,scale_1.4,labels_scale_1.4,multiclass,explicit,1,92,92,4,640,0.905797872,0.176866663,0.875602272,0.934837093
medical-pills,yolov8n,scale_1.4,labels_scale_1.4,object_only,explicit,1,92,92,32,640,0.502330168,0.070931057,0.710194822,0.522058156
medical-pills,detr,scale_1.4,labels_scale_1.4,object_only,explicit,1,92,92,4,640,0.747614782,0.118920318,0.8238738,0.8323817
VOC,yolov8n,original,labels,multiclass,explicit,1,5717,5717,32,640,0.752338405,0.558953844,0.769404306,0.678899818
VOC,detr,original,labels,multiclass,explicit,1,5717,5717,4,640,0.831164472,0.675285001,0.827381441,0.789207872
VOC,yolov8n,original,labels,object_only,explicit,1,5717,5717,32,640,0.733557332,0.493827787,0.792418281,0.625519661
VOC,detr,original,labels,object_only,explicit,1,5717,5717,4,640,0.411939897,0.236033335,0.534948461,0.396425668
VOC,yolov8n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,5717,5717,32,640,0.008319889,0.001260069,0.023137258,0.047188432
VOC,detr,scale_0.6,labels_scale_0.6,multiclass,explicit,1,5717,5717,4,640,0.019895043,0.003629511,0.047537453,0.097590623
VOC,yolov8n,scale_0.6,labels_scale_0.6,object_only,explicit,1,5717,5717,32,640,0.032510966,0.005167018,0.090590789,0.119138791
VOC,yolov8n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,5717,5717,32,640,0.18261467,0.024765498,0.304903231,0.30429723
VOC,detr,scale_0.7,labels_scale_0.7,multiclass,explicit,1,5717,5717,4,640,0.301596587,0.046024526,0.481857178,0.450820556
VOC,yolov8n,scale_0.7,labels_scale_0.7,object_only,explicit,1,5717,5717,32,640,0.204854855,0.03305772,0.334503685,0.293331407
VOC,detr,scale_0.7,labels_scale_0.7,object_only,explicit,1,5717,5717,4,640,0.201310456,0.037851464,0.325647194,0.304024276
VOC,yolov8n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,5717,5717,32,640,0.688753603,0.194589078,0.730522098,0.634869894
VOC,detr,scale_0.8,labels_scale_0.8,multiclass,explicit,1,5717,5717,4,640,0.782294555,0.255975164,0.799343836,0.740669907
VOC,yolov8n,scale_0.8,labels_scale_0.8,object_only,explicit,1,5717,5717,32,640,0.65720907,0.180944609,0.721113971,0.579943646
VOC,detr,scale_0.8,labels_scale_0.8,object_only,explicit,1,5717,5717,4,640,0.431941677,0.131166322,0.542440753,0.421140091
VOC,yolov8n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,5717,5717,32,640,0.739726196,0.404823613,0.780012315,0.655493261
VOC,detr,scale_0.9,labels_scale_0.9,multiclass,explicit,1,5717,5717,4,640,0.830618156,0.501137926,0.832845129,0.775395738
VOC,yolov8n,scale_0.9,labels_scale_0.9,object_only,explicit,1,5717,5717,32,640,0.720080116,0.363596292,0.765785405,0.620475399
VOC,detr,scale_0.9,labels_scale_0.9,object_only,explicit,1,5717,5717,4,640,0.573223589,0.293212156,0.68291032,0.502203598
VOC,yolov8n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,5717,5717,32,640,0.742252034,0.443274033,0.773676445,0.663723387
VOC,detr,scale_1.1,labels_scale_1.1,multiclass,explicit,1,5717,5717,4,640,0.829894386,0.533210147,0.836119807,0.776571756
VOC,yolov8n,scale_1.1,labels_scale_1.1,object_only,explicit,1,5717,5717,32,640,0.731448081,0.402929233,0.775908009,0.629900795
VOC,detr,scale_1.1,labels_scale_1.1,object_only,explicit,1,5717,5717,4,640,0.501432897,0.258558288,0.585837183,0.477638899
VOC,yolov8n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,5717,5717,32,640,0.726864697,0.310692848,0.747316812,0.667652209
VOC,detr,scale_1.2,labels_scale_1.2,multiclass,explicit,1,5717,5717,4,640,0.815383412,0.375318658,0.835844108,0.759753026
VOC,yolov8n,scale_1.2,labels_scale_1.2,object_only,explicit,1,5717,5717,32,640,0.701586413,0.287161405,0.755294377,0.61715194
VOC,detr,scale_1.2,labels_scale_1.2,object_only,explicit,1,5717,5717,4,640,0.326614853,0.128609248,0.45766336,0.335308142
VOC,yolov8n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,5717,5717,32,640,0.677265665,0.209681115,0.735712891,0.617020088
VOC,detr,scale_1.3,labels_scale_1.3,multiclass,explicit,1,5717,5717,4,640,0.770310362,0.247466308,0.809533084,0.724428259
VOC,yolov8n,scale_1.3,labels_scale_1.3,object_only,explicit,1,5717,5717,32,640,0.653940509,0.196152413,0.723961831,0.585145582
VOC,detr,scale_1.3,labels_scale_1.3,object_only,explicit,1,5717,5717,4,640,0.460610688,0.151662207,0.581962179,0.450978976
VOC,yolov8n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,5717,5717,32,640,0.52769679,0.129529759,0.630112763,0.526281873
VOC,detr,scale_1.4,labels_scale_1.4,multiclass,explicit,1,5717,5717,4,640,0.600350544,0.153919816,0.672915444,0.612067561
VOC,yolov8n,scale_1.4,labels_scale_1.4,object_only,explicit,1,5717,5717,32,640,0.499027114,0.130894865,0.61812891,0.474811075
VOC,detr,scale_1.4,labels_scale_1.4,object_only,explicit,1,5717,5717,4,640,0.281997326,0.08785885,0.387882574,0.337186989
kitti,yolo11n,original,labels,multiclass,explicit,1,5985,5985,32,640,0.663696432,0.422358457,0.727864661,0.590870428
kitti,yolo11n,original,labels,object_only,explicit,1,5985,5985,32,640,0.833879382,0.567441479,0.878275988,0.719045014
kitti,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,5985,5985,32,640,0.013052338,0.002073662,0.041823044,0.058461416
kitti,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,5985,5985,32,640,0.019443369,0.002695449,0.065928453,0.102731299
kitti,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,5985,5985,32,640,0.184324765,0.028026663,0.330864568,0.291821539
kitti,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,5985,5985,32,640,0.245797653,0.03475217,0.399133307,0.368356299
kitti,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,5985,5985,32,640,0.592776099,0.177683944,0.68229484,0.553881588
kitti,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,5985,5985,32,640,0.798818886,0.237014572,0.836174573,0.695151682
kitti,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,5985,5985,32,640,0.665650831,0.350557276,0.743629617,0.577687048
kitti,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,5985,5985,32,640,0.820223665,0.446078736,0.86864957,0.697284865
kitti,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,5985,5985,32,640,0.651801903,0.333796794,0.705448016,0.594045736
kitti,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,5985,5985,32,640,0.838960739,0.472537331,0.87990655,0.728961614
kitti,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,5985,5985,32,640,0.631030642,0.21503109,0.668924616,0.614261921
kitti,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,5985,5985,32,640,0.803190939,0.313769939,0.868827092,0.68533279
kitti,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,5985,5985,32,640,0.561685454,0.124494997,0.635957985,0.535379236
kitti,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,5985,5985,32,640,0.668128377,0.15468213,0.778650734,0.587301036
kitti,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,5985,5985,32,640,0.30548576,0.052653693,0.397517423,0.391676034
kitti,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,5985,5985,32,640,0.418562056,0.062926266,0.558856561,0.449187992
homeobjects-3K,yolo11n,original,labels,multiclass,explicit,1,2285,2285,32,640,0.650473887,0.454217392,0.674522449,0.623428672
homeobjects-3K,yolo11n,original,labels,object_only,explicit,1,2285,2285,32,640,0.739425121,0.496130801,0.735917799,0.658528474
homeobjects-3K,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,2285,2285,32,640,0.011609788,0.001922137,0.023829871,0.047550362
homeobjects-3K,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,2285,2285,32,640,0.016643644,0.00271596,0.045756989,0.093371758
homeobjects-3K,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,2285,2285,32,640,0.194585904,0.028053797,0.308756055,0.331578827
homeobjects-3K,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,2285,2285,32,640,0.221673807,0.030851978,0.360257702,0.334293948
homeobjects-3K,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,2285,2285,32,640,0.559773672,0.176301492,0.644100961,0.539799075
homeobjects-3K,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,2285,2285,32,640,0.663498776,0.19712802,0.700545417,0.585878963
homeobjects-3K,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,2285,2285,32,640,0.624709646,0.333527322,0.693390828,0.566690386
homeobjects-3K,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,2285,2285,32,640,0.725989309,0.388881872,0.720410369,0.63832853
homeobjects-3K,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,2285,2285,32,640,0.633307327,0.348763167,0.625704148,0.585780119
homeobjects-3K,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,2285,2285,32,640,0.729062841,0.390278135,0.739948653,0.642878756
homeobjects-3K,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,2285,2285,32,640,0.623640769,0.23870792,0.640663734,0.59237743
homeobjects-3K,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,2285,2285,32,640,0.697343868,0.2511428,0.700385747,0.632853026
homeobjects-3K,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,2285,2285,32,640,0.542094821,0.134397598,0.517656039,0.610916993
homeobjects-3K,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,2285,2285,32,640,0.611356869,0.139925655,0.654699445,0.568011527
