dataset,model,case,labels_dir,class_mode,split_mode,train_fraction,train_used,train_total,effective_batch,effective_imgsz,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
homeobjects-3K,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,2285,2285,32,640,0.34167465,0.066146599,0.409531504,0.462568732
homeobjects-3K,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,2285,2285,32,640,0.376560307,0.072099032,0.446968368,0.422478386
african-wildlife,yolo11n,original,labels,multiclass,explicit,1,1052,1052,32,640,0.942691321,0.767276316,0.951666411,0.850431996
african-wildlife,yolo11n,original,labels,object_only,explicit,1,1052,1052,32,640,0.936261239,0.748911588,0.922361524,0.868073879
african-wildlife,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,1052,1052,32,640,0.014706125,0.003075861,0.004901928,0.668664859
african-wildlife,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,1052,1052,32,640,0.02444749,0.003825366,0.00442963,0.788918206
african-wildlife,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,1052,1052,32,640,0.213126644,0.026986662,0.398310825,0.303523972
african-wildlife,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,1052,1052,32,640,0.229943372,0.036916554,0.319225829,0.353562005
african-wildlife,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,1052,1052,32,640,0.892722764,0.24829378,0.877764869,0.811978789
african-wildlife,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,1052,1052,32,640,0.87280509,0.267890498,0.872805583,0.778364116
african-wildlife,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,1052,1052,32,640,0.91573007,0.534544099,0.891114468,0.860010737
african-wildlife,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,1052,1052,32,640,0.940897888,0.545212807,0.914185176,0.871354768
african-wildlife,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,1052,1052,32,640,0.928807363,0.58116442,0.954798842,0.855540959
african-wildlife,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,1052,1052,32,640,0.916975815,0.582144313,0.878871648,0.865435356
african-wildlife,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,1052,1052,32,640,0.910789063,0.410156257,0.825002455,0.845728986
african-wildlife,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,1052,1052,32,640,0.905982777,0.383819191,0.900055053,0.831644419
african-wildlife,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,1052,1052,32,640,0.88346694,0.263340866,0.846649839,0.844622087
african-wildlife,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,1052,1052,32,640,0.896769077,0.251615513,0.874867835,0.828496042
african-wildlife,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,1052,1052,32,640,0.700615547,0.143095956,0.751371701,0.676882242
african-wildlife,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,1052,1052,32,640,0.740076674,0.167760929,0.783672792,0.7176781
construction-ppe,yolo11n,original,labels,multiclass,explicit,1,1132,1132,32,640,0.553578682,0.276628956,0.691111737,0.518771776
construction-ppe,yolo11n,original,labels,object_only,explicit,1,1132,1132,32,640,0.740815359,0.396213361,0.82317599,0.619653016
construction-ppe,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,1132,1132,32,640,0.029256352,0.006880853,0.392785272,0.040964495
construction-ppe,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,1132,1132,32,640,0.067036778,0.013664727,0.014149184,0.517918089
construction-ppe,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,1132,1132,32,640,0.177459745,0.034386415,0.540954734,0.255671792
construction-ppe,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,1132,1132,32,640,0.268047414,0.05360107,0.426601476,0.341296928
construction-ppe,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,1132,1132,32,640,0.424737482,0.121344625,0.595309446,0.424882094
construction-ppe,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,1132,1132,32,640,0.580002888,0.17931693,0.693942075,0.508532423
construction-ppe,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,1132,1132,32,640,0.521655064,0.217456109,0.638393813,0.47941034
construction-ppe,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,1132,1132,32,640,0.706698813,0.315821543,0.801034653,0.609215017
construction-ppe,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,1132,1132,32,640,0.552881684,0.251307618,0.726000232,0.520504301
construction-ppe,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,1132,1132,32,640,0.728680784,0.347787153,0.824128415,0.624573379
construction-ppe,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,1132,1132,32,640,0.509631866,0.181002061,0.741755213,0.481161614
construction-ppe,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,1132,1132,32,640,0.684131224,0.238408451,0.807971747,0.586177474
construction-ppe,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,1132,1132,32,640,0.430267672,0.114293698,0.503754363,0.469419708
construction-ppe,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,1132,1132,32,640,0.592264985,0.154711,0.704509566,0.531569966
construction-ppe,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,1132,1132,32,640,0.2739517,0.066010532,0.539716044,0.300208689
construction-ppe,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,1132,1132,32,640,0.376944857,0.083507388,0.509222462,0.422354949
Custom_Blood,yolo11n,original,labels,multiclass,explicit,1,1105,1105,32,640,0.186817464,0.129118583,0.7123694,0.240049209
Custom_Blood,yolo11n,original,labels,object_only,explicit,1,1105,1105,32,640,0.899758489,0.634158463,0.871430502,0.841467831
Custom_Blood,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,1105,1105,32,640,0.006385826,0.001207476,0.010445984,0.047232508
Custom_Blood,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,1105,1105,32,640,0.056439501,0.009698608,0.129948985,0.144259699
Custom_Blood,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,1105,1105,32,640,0.072613311,0.011137624,0.597113613,0.130513792
Custom_Blood,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,1105,1105,32,640,0.403781683,0.060052794,0.536317953,0.552969121
Custom_Blood,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,1105,1105,32,640,0.16598845,0.054570706,0.711311154,0.216517978
Custom_Blood,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,1105,1105,32,640,0.884997402,0.276250783,0.878045245,0.812509897
Custom_Blood,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,1105,1105,32,640,0.184086807,0.102584154,0.717806794,0.239574396
Custom_Blood,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,1105,1105,32,640,0.907530839,0.508480429,0.884955672,0.849015723
Custom_Blood,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,1105,1105,32,640,0.177245701,0.09967635,0.698343905,0.231990548
Custom_Blood,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,1105,1105,32,640,0.875268709,0.523039342,0.839954284,0.816310372
Custom_Blood,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,1105,1105,32,640,0.154608471,0.062789523,0.672002956,0.212965691
Custom_Blood,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,1105,1105,32,640,0.846997597,0.351371745,0.853736837,0.782887064
Custom_Blood,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,1105,1105,32,640,0.126392187,0.034001981,0.642506466,0.18248813
Custom_Blood,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,1105,1105,32,640,0.757395788,0.184996667,0.796373513,0.728424386
Custom_Blood,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,1105,1105,32,640,0.083025771,0.012774394,0.506548931,0.133900724
Custom_Blood,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,1105,1105,32,640,0.395522534,0.072426848,0.472634439,0.371813143
brain-tumor,yolo11n,original,labels,multiclass,explicit,1,893,893,32,640,0.484632498,0.350303655,0.45228464,0.840871772
brain-tumor,yolo11n,original,labels,object_only,explicit,1,893,893,32,640,0.940584312,0.696423599,0.876459326,0.883135152
brain-tumor,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,893,893,32,640,0.02141698,0.005742145,0.001707922,0.397223466
brain-tumor,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,893,893,32,640,0.010814123,0.001474521,0.025877747,0.049792531
brain-tumor,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,893,893,32,640,0.257902732,0.035579986,0.323337582,0.51235259
brain-tumor,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,893,893,32,640,0.415670317,0.055346353,0.560209032,0.512698941
brain-tumor,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,893,893,32,640,0.461197162,0.121372984,0.428108009,0.796909987
brain-tumor,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,893,893,32,640,0.847361833,0.26356286,0.890704017,0.751037344
brain-tumor,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,893,893,32,640,0.483956484,0.277528143,0.472347126,0.807657859
brain-tumor,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,893,893,32,640,0.941295941,0.541856973,0.898748655,0.883958618
brain-tumor,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,893,893,32,640,0.485643691,0.303286214,0.45034563,0.826130766
brain-tumor,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,893,893,32,640,0.940744055,0.557687303,0.936191686,0.846473029
brain-tumor,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,893,893,32,640,0.474055505,0.195514382,0.438707839,0.838416286
brain-tumor,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,893,893,32,640,0.855889366,0.373745503,0.80612281,0.825726141
brain-tumor,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,893,893,32,640,0.431188633,0.101499577,0.426443819,0.737199582
brain-tumor,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,893,893,32,640,0.799687563,0.214457415,0.795296589,0.751037344
brain-tumor,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,893,893,32,640,0.265732518,0.037745551,0.34489085,0.522354083
brain-tumor,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,893,893,32,640,0.576289517,0.082576903,0.649682113,0.631009987
BCCD,yolo11n,original,labels,multiclass,explicit,1,310,310,32,640,0.915437087,0.621554996,0.884645074,0.640334362
BCCD,yolo11n,original,labels,object_only,explicit,1,310,310,32,640,0.894622302,0.634148653,0.820702134,0.780952381
BCCD,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,310,310,32,640,0.062639017,0.012992429,0.018074453,0.435117264
BCCD,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,310,310,32,640,0.118550375,0.027785322,0.03808642,0.839455782
BCCD,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,310,310,32,640,0.22234965,0.041170333,0.02909789,0.488975476
BCCD,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,310,310,32,640,0.395575051,0.071784312,0.040864198,0.900680272
BCCD,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,310,310,32,640,0.821151539,0.211127359,0.888128126,0.586729813
BCCD,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,310,310,32,640,0.864477353,0.246252289,0.827579288,0.775510204
BCCD,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,310,310,32,640,0.897372392,0.477205356,0.949781269,0.568688641
BCCD,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,310,310,32,640,0.866019193,0.513906761,0.817323291,0.803521563
BCCD,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,310,310,32,640,0.868346387,0.518990009,0.909646504,0.60000094
BCCD,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,310,310,32,640,0.887879424,0.493360166,0.823939405,0.771428571
BCCD,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,310,310,32,640,0.856089083,0.332292651,0.884679287,0.635792779
BCCD,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,310,310,32,640,0.869904444,0.341730979,0.798442473,0.781493778
BCCD,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,310,310,32,640,0.715381201,0.1712373,0.880312384,0.605965463
BCCD,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,310,310,32,640,0.730131595,0.169693717,0.749875939,0.685261251
BCCD,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,310,310,32,640,0.473841165,0.087770087,0.784930129,0.477636649
BCCD,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,310,310,32,640,0.425244798,0.068863144,0.526953393,0.510204082
signature,yolo11n,original,labels,multiclass,explicit,1,143,143,32,640,0.984503106,0.927627389,0.999259222,0.942857143
signature,yolo11n,original,labels,object_only,explicit,1,143,143,32,640,0.984503106,0.927627389,0.999259222,0.942857143
signature,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,143,143,32,640,0.158180674,0.028885556,0.003047619,0.914285714
signature,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,143,143,32,640,0.158180674,0.028885556,0.003047619,0.914285714
signature,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,143,143,32,640,0.896859515,0.126640082,0.964835983,0.784194813
signature,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,143,143,32,640,0.896859515,0.126640082,0.964835983,0.784194813
signature,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,143,143,32,640,0.906427682,0.337920258,0.003142857,0.942857143
signature,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,143,143,32,640,0.906427682,0.337920258,0.003142857,0.942857143
signature,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,143,143,32,640,0.955167567,0.653076275,1,0.309575222
signature,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,143,143,32,640,0.955167567,0.653076275,1,0.309575222
signature,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,143,143,32,640,0.944307016,0.726596814,0.003238095,0.971428571
signature,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,143,143,32,640,0.944307016,0.726596814,0.003238095,0.971428571
signature,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,143,143,32,640,0.945401653,0.585709745,0.003333333,1
signature,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,143,143,32,640,0.945401653,0.585709745,0.003333333,1
signature,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,143,143,32,640,0.831667841,0.322315338,0.003142857,0.942857143
signature,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,143,143,32,640,0.831667841,0.322315338,0.003142857,0.942857143
signature,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,143,143,32,640,0.582506121,0.196557097,0.003142857,0.942857143
signature,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,143,143,32,640,0.582506121,0.196557097,0.003142857,0.942857143
medical-pills,yolo11n,original,labels,multiclass,explicit,1,92,92,32,640,0.900390396,0.65383562,0.057536232,0.994987469
medical-pills,yolo11n,original,labels,object_only,explicit,1,92,92,32,640,0.900390396,0.65383562,0.057536232,0.994987469
medical-pills,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,92,92,32,640,0.104164672,0.044637128,0.054202899,0.937343358
medical-pills,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,92,92,32,640,0.104164672,0.044637128,0.054202899,0.937343358
medical-pills,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,92,92,32,640,0.594599978,0.135616062,0.056376812,0.974937343
medical-pills,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,92,92,32,640,0.594599978,0.135616062,0.056376812,0.974937343
medical-pills,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,92,92,32,640,0.771532449,0.292261583,0.057246377,0.989974937
medical-pills,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,92,92,32,640,0.771532449,0.292261583,0.057246377,0.989974937
medical-pills,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,92,92,32,640,0.89416806,0.477524159,0.057536232,0.994987469
medical-pills,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,92,92,32,640,0.89416806,0.477524159,0.057536232,0.994987469
medical-pills,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,92,92,32,640,0.887360471,0.564481918,0.057391304,0.992481203
medical-pills,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,92,92,32,640,0.887360471,0.564481918,0.057391304,0.992481203
medical-pills,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,92,92,32,640,0.897235949,0.438070139,0.056666667,0.979949875
medical-pills,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,92,92,32,640,0.897235949,0.438070139,0.056666667,0.979949875
medical-pills,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,92,92,32,640,0.884973336,0.246774051,0.055072464,0.952380952
medical-pills,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,92,92,32,640,0.884973336,0.246774051,0.055072464,0.952380952
medical-pills,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,92,92,32,640,0.516105214,0.069512282,0.04173913,0.721804511
medical-pills,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,92,92,32,640,0.516105214,0.069512282,0.04173913,0.721804511
VOC,yolo11n,original,labels,multiclass,explicit,1,5717,5717,32,640,0.759135781,0.56737029,0.801983583,0.674640312
VOC,yolo11n,original,labels,object_only,explicit,1,5717,5717,32,640,0.724317013,0.484677672,0.778457729,0.617802182
VOC,yolo11n,scale_0.6,labels_scale_0.6,multiclass,explicit,1,5717,5717,32,640,0.012262557,0.001901629,0.035289104,0.063775393
VOC,yolo11n,scale_0.6,labels_scale_0.6,object_only,explicit,1,5717,5717,32,640,0.022487891,0.00396536,0.059798532,0.141680514
VOC,yolo11n,scale_0.7,labels_scale_0.7,multiclass,explicit,1,5717,5717,32,640,0.177972182,0.022499602,0.323586486,0.287483569
VOC,yolo11n,scale_0.7,labels_scale_0.7,object_only,explicit,1,5717,5717,32,640,0.129611139,0.021626476,0.229376612,0.249187197
VOC,yolo11n,scale_0.8,labels_scale_0.8,multiclass,explicit,1,5717,5717,32,640,0.690382285,0.195185265,0.740607988,0.637302574
VOC,yolo11n,scale_0.8,labels_scale_0.8,object_only,explicit,1,5717,5717,32,640,0.62478661,0.169182948,0.702896607,0.550466007
VOC,yolo11n,scale_0.9,labels_scale_0.9,multiclass,explicit,1,5717,5717,32,640,0.742046884,0.404682074,0.780507312,0.667426014
VOC,yolo11n,scale_0.9,labels_scale_0.9,object_only,explicit,1,5717,5717,32,640,0.699359398,0.35267386,0.767411968,0.600245647
VOC,yolo11n,scale_1.1,labels_scale_1.1,multiclass,explicit,1,5717,5717,32,640,0.752647297,0.446931888,0.785226494,0.68142641
VOC,yolo11n,scale_1.1,labels_scale_1.1,object_only,explicit,1,5717,5717,32,640,0.712215479,0.395214161,0.770550932,0.611516509
VOC,yolo11n,scale_1.2,labels_scale_1.2,multiclass,explicit,1,5717,5717,32,640,0.720317215,0.312433089,0.764844549,0.661628534
VOC,yolo11n,scale_1.2,labels_scale_1.2,object_only,explicit,1,5717,5717,32,640,0.687306952,0.281561656,0.736413284,0.605158587
VOC,yolo11n,scale_1.3,labels_scale_1.3,multiclass,explicit,1,5717,5717,32,640,0.696416936,0.21293082,0.757226862,0.639410561
VOC,yolo11n,scale_1.3,labels_scale_1.3,object_only,explicit,1,5717,5717,32,640,0.629219933,0.188069541,0.717806559,0.560154724
VOC,yolo11n,scale_1.4,labels_scale_1.4,multiclass,explicit,1,5717,5717,32,640,0.528851193,0.129798838,0.636401149,0.52168042
VOC,yolo11n,scale_1.4,labels_scale_1.4,object_only,explicit,1,5717,5717,32,640,0.468234122,0.120423305,0.587234572,0.447294271
