dataset,model,case,labels_dir,class_mode,split_mode,train_fraction,train_used,train_total,effective_batch,effective_imgsz,metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(B),metrics/recall(B)
BCCD,yolo11n,side_7,labels_side_7,multiclass,explicit,1,310,310,32,640,0.26978823,0.054112814,0.026824353,0.647828362
BCCD,detr,side_7,labels_side_7,multiclass,explicit,1,310,310,4,640,0.439345507,0.207194493,0.223632679,0.461514344
BCCD,yolov8n,side_7,labels_side_7,object_only,explicit,1,310,310,32,640,0.263506504,0.058147732,0.040925926,0.902040816
BCCD,yolo11n,side_7,labels_side_7,object_only,explicit,1,310,310,32,640,0.2601194,0.057234404,0.040308642,0.888435374
BCCD,detr,side_7,labels_side_7,object_only,explicit,1,310,310,4,640,0.753749206,0.452151716,0.644870329,0.733333333
BCCD,yolov8n,side_9,labels_side_9,multiclass,explicit,1,310,310,32,640,0.112129364,0.042379068,0.029045628,0.434860378
BCCD,yolo11n,side_9,labels_side_9,multiclass,explicit,1,310,310,32,640,0.144250949,0.046864896,0.027608351,0.558441558
BCCD,detr,side_9,labels_side_9,multiclass,explicit,1,310,310,4,640,0.305903991,0.101796407,0.278869408,0.612812658
BCCD,yolov8n,side_9,labels_side_9,object_only,explicit,1,310,310,32,640,0.045834578,0.01937159,0.035185185,0.775510204
BCCD,yolo11n,side_9,labels_side_9,object_only,explicit,1,310,310,32,640,0.03201302,0.012972891,0.032962963,0.726530612
BCCD,detr,side_9,labels_side_9,object_only,explicit,1,310,310,4,640,0.324527612,0.141471383,0.309839475,0.457142857
signature,yolov8n,side_1,labels_side_1,multiclass,explicit,1,143,143,32,640,0.945475714,0.75470924,0.003333333,1
signature,yolo11n,side_1,labels_side_1,multiclass,explicit,1,143,143,32,640,0.978861538,0.788242371,0.995851283,0.942857143
signature,detr,side_1,labels_side_1,multiclass,explicit,1,143,143,4,640,0.995,0.917048874,0.997411767,1
signature,yolov8n,side_1,labels_side_1,object_only,explicit,1,143,143,32,640,0.945475714,0.75470924,0.003333333,1
signature,yolo11n,side_1,labels_side_1,object_only,explicit,1,143,143,32,640,0.978861538,0.788242371,0.995851283,0.942857143
signature,detr,side_1,labels_side_1,object_only,explicit,1,143,143,4,640,0.988207547,0.922893018,1,0.959577551
signature,yolov8n,side_3,labels_side_3,multiclass,explicit,1,143,143,32,640,0.905838421,0.513231371,0.003238095,0.971428571
signature,yolo11n,side_3,labels_side_3,multiclass,explicit,1,143,143,32,640,0.684333052,0.38981224,0.003142857,0.942857143
signature,detr,side_3,labels_side_3,multiclass,explicit,1,143,143,4,640,0.991282051,0.703102275,0.954388653,0.942857143
signature,yolov8n,side_3,labels_side_3,object_only,explicit,1,143,143,32,640,0.905838421,0.513231371,0.003238095,0.971428571
signature,yolo11n,side_3,labels_side_3,object_only,explicit,1,143,143,32,640,0.684333052,0.38981224,0.003142857,0.942857143
signature,detr,side_3,labels_side_3,object_only,explicit,1,143,143,4,640,0.995,0.709330797,0.997380568,1
signature,yolov8n,side_5,labels_side_5,multiclass,explicit,1,143,143,32,640,0.290236545,0.12147054,0.003047619,0.914285714
signature,yolo11n,side_5,labels_side_5,multiclass,explicit,1,143,143,32,640,0.487922071,0.183586835,0.003142857,0.942857143
signature,detr,side_5,labels_side_5,multiclass,explicit,1,143,143,4,640,0.695596158,0.479414684,0.463867213,0.685714286
signature,yolov8n,side_5,labels_side_5,object_only,explicit,1,143,143,32,640,0.290236545,0.12147054,0.003047619,0.914285714
signature,yolo11n,side_5,labels_side_5,object_only,explicit,1,143,143,32,640,0.487922071,0.183586835,0.003142857,0.942857143
signature,detr,side_5,labels_side_5,object_only,explicit,1,143,143,4,640,0.478929975,0.363521238,0.072623744,0.771428571
signature,yolov8n,side_7,labels_side_7,multiclass,explicit,1,143,143,32,640,0.384765543,0.149571777,0.003238095,0.971428571
signature,yolo11n,side_7,labels_side_7,multiclass,explicit,1,143,143,32,640,0.534407871,0.128338307,0.002952381,0.885714286
signature,detr,side_7,labels_side_7,multiclass,explicit,1,143,143,4,640,0.15262498,0.088348503,0.003142857,0.942857143
signature,yolov8n,side_7,labels_side_7,object_only,explicit,1,143,143,32,640,0.384765543,0.149571777,0.003238095,0.971428571
signature,yolo11n,side_7,labels_side_7,object_only,explicit,1,143,143,32,640,0.534407871,0.128338307,0.002952381,0.885714286
signature,detr,side_7,labels_side_7,object_only,explicit,1,143,143,4,640,0.543406715,0.306892989,0.056544073,0.828571429
signature,yolov8n,side_9,labels_side_9,multiclass,explicit,1,143,143,32,640,0.096265575,0.023894126,0.002761905,0.828571429
signature,yolo11n,side_9,labels_side_9,multiclass,explicit,1,143,143,32,640,0.274795519,0.058499494,0.00247619,0.742857143
signature,detr,side_9,labels_side_9,multiclass,explicit,1,143,143,4,640,0.257196494,0.093029605,0.003142857,0.942857143
signature,yolov8n,side_9,labels_side_9,object_only,explicit,1,143,143,32,640,0.096265575,0.023894126,0.002761905,0.828571429
signature,yolo11n,side_9,labels_side_9,object_only,explicit,1,143,143,32,640,0.274795519,0.058499494,0.00247619,0.742857143
signature,detr,side_9,labels_side_9,object_only,explicit,1,143,143,4,640,0.439383488,0.095755338,0.028318151,0.828571429
medical-pills,yolov8n,side_1,labels_side_1,multiclass,explicit,1,92,92,32,640,0.930849211,0.611868272,0.98965651,0.719392564
medical-pills,yolo11n,side_1,labels_side_1,multiclass,explicit,1,92,92,32,640,0.917736393,0.568877573,0.057536232,0.994987469
medical-pills,detr,side_1,labels_side_1,multiclass,explicit,1,92,92,4,640,0.984828212,0.757889951,0.941639884,0.994987469
medical-pills,yolov8n,side_1,labels_side_1,object_only,explicit,1,92,92,32,640,0.930849211,0.611868272,0.98965651,0.719392564
medical-pills,yolo11n,side_1,labels_side_1,object_only,explicit,1,92,92,32,640,0.917736393,0.568877573,0.057536232,0.994987469
medical-pills,detr,side_1,labels_side_1,object_only,explicit,1,92,92,4,640,0.98782375,0.779183261,0.968983695,0.987468672
medical-pills,yolov8n,side_3,labels_side_3,multiclass,explicit,1,92,92,32,640,0.8373598,0.43137179,0.057391304,0.992481203
medical-pills,yolo11n,side_3,labels_side_3,multiclass,explicit,1,92,92,32,640,0.712463676,0.329784556,0.057391304,0.992481203
medical-pills,detr,side_3,labels_side_3,multiclass,explicit,1,92,92,4,640,0.990465356,0.743406668,0.939607527,0.984962406
medical-pills,yolov8n,side_3,labels_side_3,object_only,explicit,1,92,92,32,640,0.8373598,0.43137179,0.057391304,0.992481203
medical-pills,yolo11n,side_3,labels_side_3,object_only,explicit,1,92,92,32,640,0.712463676,0.329784556,0.057391304,0.992481203
medical-pills,detr,side_3,labels_side_3,object_only,explicit,1,92,92,4,640,0.970829848,0.736996107,0.895599878,0.967503901
medical-pills,yolov8n,side_5,labels_side_5,multiclass,explicit,1,92,92,32,640,0.345002685,0.101101889,0.056086957,0.969924812
medical-pills,yolo11n,side_5,labels_side_5,multiclass,explicit,1,92,92,32,640,0.511711855,0.164807267,0.056956522,0.984962406
medical-pills,detr,side_5,labels_side_5,multiclass,explicit,1,92,92,4,640,0.745709485,0.359651784,0.536062408,0.899749373
medical-pills,yolov8n,side_5,labels_side_5,object_only,explicit,1,92,92,32,640,0.345002685,0.101101889,0.056086957,0.969924812
medical-pills,yolo11n,side_5,labels_side_5,object_only,explicit,1,92,92,32,640,0.511711855,0.164807267,0.056956522,0.984962406
medical-pills,detr,side_5,labels_side_5,object_only,explicit,1,92,92,4,640,0.943063459,0.496920602,0.852468337,0.919799499
medical-pills,yolov8n,side_7,labels_side_7,multiclass,explicit,1,92,92,32,640,0.583277107,0.232750127,0.055797101,0.964912281
medical-pills,yolo11n,side_7,labels_side_7,multiclass,explicit,1,92,92,32,640,0.355052436,0.091616579,0.056956522,0.984962406
medical-pills,detr,side_7,labels_side_7,multiclass,explicit,1,92,92,4,640,0.932248524,0.548944285,0.857341303,0.888659392
medical-pills,yolov8n,side_7,labels_side_7,object_only,explicit,1,92,92,32,640,0.583277107,0.232750127,0.055797101,0.964912281
medical-pills,yolo11n,side_7,labels_side_7,object_only,explicit,1,92,92,32,640,0.355052436,0.091616579,0.056956522,0.984962406
medical-pills,detr,side_7,labels_side_7,object_only,explicit,1,92,92,4,640,0.889259955,0.472423121,0.642876638,0.944862155
medical-pills,yolov8n,side_9,labels_side_9,multiclass,explicit,1,92,92,32,640,0.175803075,0.041905685,0.053188406,0.919799499
medical-pills,yolo11n,side_9,labels_side_9,multiclass,explicit,1,92,92,32,640,0.240871498,0.059127708,0.054347826,0.939849624
medical-pills,detr,side_9,labels_side_9,multiclass,explicit,1,92,92,4,640,0.781301313,0.202176477,0.513771027,0.837092732
medical-pills,yolov8n,side_9,labels_side_9,object_only,explicit,1,92,92,32,640,0.175803075,0.041905685,0.053188406,0.919799499
medical-pills,yolo11n,side_9,labels_side_9,object_only,explicit,1,92,92,32,640,0.240871498,0.059127708,0.054347826,0.939849624
medical-pills,detr,side_9,labels_side_9,object_only,explicit,1,92,92,4,640,0.746533625,0.322446159,0.528328171,0.834586466
VOC,yolov8n,side_1,labels_side_1,multiclass,explicit,1,5717,5717,32,640,0.733024591,0.489029511,0.775311385,0.658580426
VOC,yolo11n,side_1,labels_side_1,multiclass,explicit,1,5717,5717,32,640,0.739221334,0.498565539,0.780635567,0.667162565
VOC,detr,side_1,labels_side_1,multiclass,explicit,1,5717,5717,4,640,0.79562944,0.597121902,0.813826603,0.768045629
VOC,yolov8n,side_1,labels_side_1,object_only,explicit,1,5717,5717,32,640,0.676125506,0.397821926,0.752809099,0.576702629
VOC,yolo11n,side_1,labels_side_1,object_only,explicit,1,5717,5717,32,640,0.648003272,0.372372654,0.726832719,0.549415042
VOC,detr,side_1,labels_side_1,object_only,explicit,1,5717,5717,4,640,0.139012307,0.072403206,0.159386736,0.380608338
VOC,yolov8n,side_3,labels_side_3,multiclass,explicit,1,5717,5717,32,640,0.435891363,0.22082251,0.477848909,0.45820387
VOC,yolo11n,side_3,labels_side_3,multiclass,explicit,1,5717,5717,32,640,0.435052547,0.204433942,0.43998603,0.537763155
VOC,detr,side_3,labels_side_3,multiclass,explicit,1,5717,5717,4,640,0.46585188,0.300414951,0.569043012,0.446684439
VOC,yolov8n,side_3,labels_side_3,object_only,explicit,1,5717,5717,32,640,0.346929539,0.16063377,0.407026563,0.393251933
VOC,yolo11n,side_3,labels_side_3,object_only,explicit,1,5717,5717,32,640,0.307435525,0.135974572,0.371780822,0.398164872
VOC,detr,side_3,labels_side_3,object_only,explicit,1,5717,5717,4,640,0.061924728,0.020012542,0.041405513,0.355826891
VOC,yolov8n,side_5,labels_side_5,multiclass,explicit,1,5717,5717,32,640,0.200264904,0.072044965,0.337148186,0.320798275
VOC,yolo11n,side_5,labels_side_5,multiclass,explicit,1,5717,5717,32,640,0.211055536,0.0638703,0.237482008,0.393057503
VOC,detr,side_5,labels_side_5,multiclass,explicit,1,5717,5717,4,640,0.255451791,0.071001618,0.259898558,0.442693313
VOC,yolov8n,side_5,labels_side_5,object_only,explicit,1,5717,5717,32,640,0.143077867,0.051942534,0.200596805,0.239939311
VOC,yolo11n,side_5,labels_side_5,object_only,explicit,1,5717,5717,32,640,0.169855535,0.06538284,0.270049126,0.24246803
VOC,detr,side_5,labels_side_5,object_only,explicit,1,5717,5717,4,640,0.053391515,0.018065728,0.028484472,0.427425764
VOC,yolov8n,side_7,labels_side_7,multiclass,explicit,1,5717,5717,32,640,0.231108323,0.060661425,0.266760424,0.335422664
VOC,yolo11n,side_7,labels_side_7,multiclass,explicit,1,5717,5717,32,640,0.218568635,0.055658092,0.241188369,0.37310664
VOC,detr,side_7,labels_side_7,multiclass,explicit,1,5717,5717,4,640,0.266077771,0.071269166,0.269152624,0.43110504
VOC,yolov8n,side_7,labels_side_7,object_only,explicit,1,5717,5717,32,640,0.158370731,0.052982492,0.266416934,0.205345365
VOC,yolo11n,side_7,labels_side_7,object_only,explicit,1,5717,5717,32,640,0.164605941,0.056794143,0.175887823,0.317968355
VOC,detr,side_7,labels_side_7,object_only,explicit,1,5717,5717,4,640,0.045973097,0.015478367,0.021483483,0.44404306
VOC,yolov8n,side_9,labels_side_9,multiclass,explicit,1,5717,5717,32,640,0.127381881,0.027528155,0.181758367,0.200995454
VOC,yolo11n,side_9,labels_side_9,multiclass,explicit,1,5717,5717,32,640,0.115779212,0.028473645,0.174283266,0.222784551
VOC,detr,side_9,labels_side_9,multiclass,explicit,1,5717,5717,4,640,0.146827351,0.031927618,0.187646738,0.275044603
VOC,yolov8n,side_9,labels_side_9,object_only,explicit,1,5717,5717,32,640,0.117803926,0.031890523,0.289432046,0.146737952
VOC,yolo11n,side_9,labels_side_9,object_only,explicit,1,5717,5717,32,640,0.122429286,0.039900018,0.23076363,0.181778773
VOC,detr,side_9,labels_side_9,object_only,explicit,1,5717,5717,4,640,0.036625215,0.00861597,0.026807034,0.406618019
